CVE,Summary,Severity,Source Location,Published,References,CVSS,EPSS,KEV
CVE-2024-22205,Whoogle Search Server-Side Request Forgery vulnerability,critical,https://github.com/benbusby/whoogle-search,2024-01-23T18:15:18Z,"['https://nvd.nist.gov/vuln/detail/CVE-2024-22205', 'https://github.com/benbusby/whoogle-search/commit/3a2e0b262e4a076a20416b45e6b6f23fd265aeda', 'https://github.com/benbusby/whoogle-search/blob/92e8ede24e9277a5440d403f75877209f1269884/app/request.py#L339-L343', 'https://github.com/benbusby/whoogle-search/blob/92e8ede24e9277a5440d403f75877209f1269884/app/routes.py#L479', 'https://github.com/benbusby/whoogle-search/blob/92e8ede24e9277a5440d403f75877209f1269884/app/routes.py#L496-L557', 'https://github.com/benbusby/whoogle-search/blob/92e8ede24e9277a5440d403f75877209f1269884/app/routes.py#L497', 'https://github.com/pypa/advisory-database/tree/main/vulns/whoogle-search/PYSEC-2024-18.yaml', 'https://securitylab.github.com/advisories/GHSL-2023-186_GHSL-2023-189_benbusby_whoogle-search', 'https://github.com/advisories/GHSA-3q6g-qmpx-rqw4']","{'vector_string': 'CVSS:3.1/AV:N/AC:L/PR:N/UI:N/S:U/C:H/I:H/A:N', 'score': 9.1}","{'percentage': 0.00297, 'percentile': 0.52677}",
CVE-2024-2044,pgAdmin 4 vulnerable to Unsafe Deserialization and Remote Code Execution by an Authenticated user,critical,https://github.com/pgadmin-org/pgadmin4,2024-03-07T21:15:08Z,"['https://nvd.nist.gov/vuln/detail/CVE-2024-2044', 'https://github.com/pgadmin-org/pgadmin4/issues/7258', 'https://github.com/pgadmin-org/pgadmin4/commit/4e49d752fba72953acceeb7f4aa2e6e32d25853d', 'https://www.shielder.com/advisories/pgadmin-path-traversal_leads_to_unsafe_deserialization_and_rce', 'https://lists.fedoraproject.org/archives/list/package-announce@lists.fedoraproject.org/message/LUYN2JXKKHFSVTASH344TBRGWDH64XQV', 'https://github.com/advisories/GHSA-rj98-crf4-g69w']","{'vector_string': 'CVSS:3.1/AV:N/AC:L/PR:L/UI:N/S:C/C:H/I:H/A:H', 'score': 10.0}","{'percentage': 0.81904, 'percentile': 0.99162}",
CVE-2024-0818,PaddlePaddle Path Traversal vulnerability,critical,https://github.com/PaddlePaddle/Paddle,2024-03-07T13:15:07Z,"['https://nvd.nist.gov/vuln/detail/CVE-2024-0818', 'https://huntr.com/bounties/85b06a1b-ac0b-4096-a06d-330891570cd9', 'https://github.com/PaddlePaddle/Paddle/commit/5c50d1a8b97b310cbc36560ec36d8377d6f29d7c', 'https://github.com/advisories/GHSA-2rp8-hff9-c5wr']","{'vector_string': 'CVSS:3.1/AV:N/AC:L/PR:N/UI:N/S:U/C:N/I:H/A:H', 'score': 9.1}","{'percentage': 0.00329, 'percentile': 0.55439}",
CVE-2024-0917,PaddlePaddle vulnerable to remote code execution,critical,https://github.com/PaddlePaddle/Paddle,2024-03-07T09:15:38Z,"['https://nvd.nist.gov/vuln/detail/CVE-2024-0917', 'https://huntr.com/bounties/2d840735-e255-4700-9709-6f7361829119', 'https://github.com/PaddlePaddle/Paddle/blob/develop/python/paddle/distributed/fleet/utils/fs.py#L723', 'https://github.com/advisories/GHSA-mrmm-qmrj-xgp6']","{'vector_string': 'CVSS:3.1/AV:N/AC:L/PR:N/UI:N/S:U/C:H/I:H/A:H', 'score': 9.8}","{'percentage': 0.02381, 'percentile': 0.84326}",
CVE-2024-25128,Flask-AppBuilder vulnerable to incorrect authentication when using auth type OpenID ,critical,https://github.com/dpgaspar/Flask-AppBuilder,2024-02-29T01:44:14Z,"['https://github.com/dpgaspar/Flask-AppBuilder/security/advisories/GHSA-j2pw-vp55-fqqj', 'https://github.com/dpgaspar/Flask-AppBuilder/commit/6336456d83f8f111c842b2b53d1e89627f2502c8', 'https://nvd.nist.gov/vuln/detail/CVE-2024-25128', 'https://github.com/advisories/GHSA-j2pw-vp55-fqqj']","{'vector_string': 'CVSS:3.1/AV:N/AC:L/PR:N/UI:N/S:U/C:H/I:H/A:N', 'score': 9.1}","{'percentage': 0.00409, 'percentile': 0.60528}",
CVE-2024-27444,LangChain Experimental vulnerable to arbitrary code execution,critical,https://github.com/langchain-ai/langchain,2024-02-26T16:28:00Z,"['https://nvd.nist.gov/vuln/detail/CVE-2024-27444', 'https://github.com/langchain-ai/langchain/commit/de9a6cdf163ed00adaf2e559203ed0a9ca2f1de7', 'https://github.com/advisories/GHSA-v8vj-cv27-hjv8']","{'vector_string': 'CVSS:3.1/AV:N/AC:L/PR:N/UI:N/S:U/C:H/I:H/A:H', 'score': 9.8}","{'percentage': 0.00096, 'percentile': 0.27736}",
CVE-2024-27133,MLFlow Cross-site Scripting vulnerability leads to client-side Remote Code Execution,critical,https://github.com/mlflow/mlflow,2024-02-23T22:15:55Z,"['https://nvd.nist.gov/vuln/detail/CVE-2024-27133', 'https://github.com/mlflow/mlflow/pull/10893', 'https://research.jfrog.com/vulnerabilities/mlflow-untrusted-dataset-xss-jfsa-2024-000631932', 'https://github.com/mlflow/mlflow/commit/c43823750bffa5b6abcc086683b15a068513b67b', 'https://github.com/mlflow/mlflow/commit/cfa71879a884cc3520e23ccab998c9aa78fdf2b1', 'https://github.com/pypa/advisory-database/tree/main/vulns/mlflow/PYSEC-2024-241.yaml', 'https://github.com/advisories/GHSA-3v79-q7ph-j75h']","{'vector_string': 'CVSS:3.1/AV:N/AC:L/PR:N/UI:R/S:C/C:H/I:H/A:H', 'score': 9.7}","{'percentage': 0.00288, 'percentile': 0.51902}",
CVE-2024-27132,Cross-site Scripting in MLFlow,critical,https://github.com/mlflow/mlflow,2024-02-23T22:15:55Z,"['https://nvd.nist.gov/vuln/detail/CVE-2024-27132', 'https://github.com/mlflow/mlflow/pull/10873', 'https://research.jfrog.com/vulnerabilities/mlflow-untrusted-recipe-xss-jfsa-2024-000631930', 'https://github.com/pypa/advisory-database/tree/main/vulns/mlflow/PYSEC-2024-240.yaml', 'https://github.com/advisories/GHSA-6749-m5cp-6cg7']","{'vector_string': 'CVSS:3.1/AV:N/AC:L/PR:N/UI:R/S:C/C:H/I:H/A:H', 'score': 9.7}","{'percentage': 0.00255, 'percentile': 0.48821}",
CVE-2024-23346,pymatgen vulnerable to arbitrary code execution when parsing a maliciously crafted JonesFaithfulTransformation transformation_string,critical,https://github.com/materialsproject/pymatgen,2024-02-21T17:15:09Z,"['https://github.com/materialsproject/pymatgen/security/advisories/GHSA-vgv8-5cpj-qj2f', 'https://github.com/materialsproject/pymatgen/commit/c231cbd3d5147ee920a37b6ee9dd236b376bcf5a', 'https://github.com/materialsproject/pymatgen/blob/master/pymatgen/symmetry/settings.py#L97C1-L111C108', 'https://nvd.nist.gov/vuln/detail/CVE-2024-23346', 'https://github.com/pypa/advisory-database/tree/main/vulns/pymatgen/PYSEC-2024-226.yaml', 'https://www.vicarius.io/vsociety/posts/critical-security-flaw-in-pymatgen-library-cve-2024-23346', 'https://github.com/advisories/GHSA-vgv8-5cpj-qj2f']","{'vector_string': 'CVSS:3.1/AV:L/AC:L/PR:N/UI:N/S:C/C:H/I:H/A:H', 'score': 9.4}","{'percentage': 0.41597, 'percentile': 0.97307}",
CVE-2024-25141,Improper Certificate Validation in apache airflow mongo hook,critical,https://github.com/apache/airflow,2024-02-20T21:15:08Z,"['https://nvd.nist.gov/vuln/detail/CVE-2024-25141', 'https://github.com/apache/airflow/pull/37214', 'https://lists.apache.org/thread/sqgbfqngjmn45ommmrgj7hvs7fgspsgm', 'http://www.openwall.com/lists/oss-security/2024/02/20/5', 'https://github.com/advisories/GHSA-x5pm-h33q-cjrw']","{'vector_string': 'CVSS:3.1/AV:N/AC:L/PR:N/UI:N/S:U/C:H/I:H/A:N', 'score': 9.1}","{'percentage': 0.00073, 'percentile': 0.22776}",
CVE-2024-24825,DIRAC's TokenManager does not check permissions on cached tokens,critical,https://github.com/DIRACGrid/DIRAC,2024-02-09T00:15:08Z,"['https://github.com/DIRACGrid/DIRAC/security/advisories/GHSA-59qj-jcjv-662j', 'https://github.com/DIRACGrid/DIRAC/commit/9487921684e2925b4cf72d6c423718cf4950f3fe', 'https://github.com/DIRACGrid/DIRAC/commit/f9ddab755b9a69acb85e14d2db851d8ac0c9648c', 'https://nvd.nist.gov/vuln/detail/CVE-2024-24825', 'https://github.com/pypa/advisory-database/tree/main/vulns/dirac/PYSEC-2024-125.yaml', 'https://github.com/advisories/GHSA-59qj-jcjv-662j']","{'vector_string': 'CVSS:3.1/AV:N/AC:L/PR:N/UI:N/S:U/C:H/I:H/A:N', 'score': 9.1}","{'percentage': 0.00121, 'percentile': 0.32149}",
CVE-2024-24811,SQLAlchemyDA unauthenticated arbitrary SQL query execution,critical,https://github.com/zopefoundation/Products.SQLAlchemyDA,2024-02-07T15:15:08Z,"['https://github.com/zopefoundation/Products.SQLAlchemyDA/security/advisories/GHSA-r3jc-3qmm-w3pw', 'https://nvd.nist.gov/vuln/detail/CVE-2024-24811', 'https://github.com/zopefoundation/Products.SQLAlchemyDA/commit/e682b99f8406f20bc3f0f2c77153ed7345fd215a', 'https://github.com/advisories/GHSA-r3jc-3qmm-w3pw']","{'vector_string': 'CVSS:3.1/AV:N/AC:L/PR:N/UI:N/S:U/C:H/I:H/A:H', 'score': 9.8}","{'percentage': 0.00847, 'percentile': 0.73844}",
CVE-2024-24563,Vyper negative array index bounds checks,critical,https://github.com/vyperlang/vyper,2024-02-07T17:15:10Z,"['https://github.com/vyperlang/vyper/security/advisories/GHSA-52xq-j7v9-v4v2', 'https://github.com/vyperlang/vyper/blob/a1fd228cb9936c3e4bbca6f3ee3fb4426ef45490/vyper/codegen/core.py#L534-L541', 'https://github.com/vyperlang/vyper/blob/c150fc49ee9375a930d177044559b83cb95f7963/vyper/semantics/types/subscriptable.py#L127-L137', 'https://nvd.nist.gov/vuln/detail/CVE-2024-24563', 'https://github.com/pypa/advisory-database/tree/main/vulns/vyper/PYSEC-2024-150.yaml', 'https://github.com/advisories/GHSA-52xq-j7v9-v4v2']","{'vector_string': 'CVSS:3.1/AV:N/AC:L/PR:N/UI:N/S:U/C:H/I:H/A:H', 'score': 9.8}","{'percentage': 0.00169, 'percentile': 0.38503}",
CVE-2024-24561,Vyper's bounds check on built-in `slice()` function can be overflowed,critical,https://github.com/vyperlang/vyper,2024-02-01T17:15:11Z,"['https://github.com/vyperlang/vyper/security/advisories/GHSA-9x7f-gwxq-6f2c', 'https://nvd.nist.gov/vuln/detail/CVE-2024-24561', 'https://github.com/vyperlang/vyper/issues/3756', 'https://github.com/vyperlang/vyper/blob/b01cd686aa567b32498fefd76bd96b0597c6f099/vyper/builtins/functions.py#L404-L457', 'https://github.com/pypa/advisory-database/tree/main/vulns/vyper/PYSEC-2024-149.yaml', 'https://github.com/advisories/GHSA-9x7f-gwxq-6f2c']","{'vector_string': 'CVSS:3.1/AV:N/AC:L/PR:N/UI:N/S:U/C:H/I:H/A:H', 'score': 9.8}","{'percentage': 0.0119, 'percentile': 0.77911}",
CVE-2024-0937,Deserialization of untrusted data in synthcity,critical,https://github.com/vanderschaarlab/synthcity,2024-01-26T18:15:10Z,"['https://nvd.nist.gov/vuln/detail/CVE-2024-0937', 'https://github.com/bayuncao/vul-cve-6', 'https://vuldb.com/?ctiid.252182', 'https://vuldb.com/?id.252182', 'https://github.com/vanderschaarlab/synthcity/blob/73cfd8ca784f70141fc7f2969221cd3b5737f7b1/src/synthcity/utils/serialization.py#L30', 'https://github.com/advisories/GHSA-4957-7vhp-7v59']","{'vector_string': 'CVSS:3.1/AV:N/AC:L/PR:N/UI:N/S:U/C:H/I:H/A:H', 'score': 9.8}","{'percentage': 0.00081, 'percentile': 0.24534}",
CVE-2023-49657,Cross-site Scripting in Apache superset,critical,https://github.com/apache/superset,2024-01-23T15:15:11Z,"['https://nvd.nist.gov/vuln/detail/CVE-2023-49657', 'https://lists.apache.org/thread/wjyvz8om9nwd396lh0bt156mtwjxpsvx', 'http://www.openwall.com/lists/oss-security/2024/01/23/5', 'https://github.com/advisories/GHSA-rwhh-6x83-84v6']","{'vector_string': 'CVSS:3.1/AV:N/AC:L/PR:L/UI:N/S:C/C:H/I:H/A:N', 'score': 9.6}","{'percentage': 0.00319, 'percentile': 0.54321}",
CVE-2024-23751,SQL injection in llama-index,critical,https://github.com/run-llama/llama_index,2024-01-22T01:15:08Z,"['https://nvd.nist.gov/vuln/detail/CVE-2024-23751', 'https://github.com/run-llama/llama_index/issues/9957', 'https://github.com/pypa/advisory-database/tree/main/vulns/llama-index/PYSEC-2024-12.yaml', 'https://github.com/advisories/GHSA-2jxw-4hm4-6w87']","{'vector_string': 'CVSS:3.1/AV:N/AC:L/PR:N/UI:N/S:U/C:H/I:H/A:H', 'score': 9.8}","{'percentage': 0.00276, 'percentile': 0.50768}",
CVE-2024-23752,Code execution in pandasai,critical,https://github.com/gventuri/pandas-ai,2024-01-22T01:15:08Z,"['https://nvd.nist.gov/vuln/detail/CVE-2024-23752', 'https://github.com/gventuri/pandas-ai/issues/868', 'https://github.com/advisories/GHSA-5g73-69p4-7gvx']","{'vector_string': 'CVSS:3.1/AV:N/AC:L/PR:N/UI:N/S:U/C:H/I:H/A:H', 'score': 9.8}","{'percentage': 0.00685, 'percentile': 0.70647}",
CVE-2024-23731,Code execution in Embedchain,critical,https://github.com/embedchain/embedchain,2024-01-21T17:15:44Z,"['https://nvd.nist.gov/vuln/detail/CVE-2024-23731', 'https://github.com/embedchain/embedchain/pull/1122', 'https://github.com/embedchain/embedchain/compare/0.1.56...0.1.57', 'https://github.com/pypa/advisory-database/tree/main/vulns/embedchain/PYSEC-2024-7.yaml', 'https://github.com/advisories/GHSA-rhhj-5436-95vf']","{'vector_string': 'CVSS:3.1/AV:N/AC:L/PR:N/UI:N/S:U/C:H/I:H/A:H', 'score': 9.8}","{'percentage': 0.00131, 'percentile': 0.33591}",
CVE-2024-23730,Unsafe yaml deserialization in llama-hub,critical,https://github.com/run-llama/llama-hub,2024-01-21T17:15:44Z,"['https://nvd.nist.gov/vuln/detail/CVE-2024-23730', 'https://github.com/run-llama/llama-hub/blob/v0.0.67/CHANGELOG.md', 'https://github.com/run-llama/llama-hub/releases/tag/v0.0.67', 'https://github.com/run-llama/llama-hub/commit/c01416e737c7747a213a79881b8308c41d043515', 'https://github.com/run-llama/llama-hub/pull/841/commits/9dc9c21a5c6d0226d1d2101c3121d4f085743d52', 'https://github.com/advisories/GHSA-297x-2qf3-jrj3']","{'vector_string': 'CVSS:3.1/AV:N/AC:L/PR:N/UI:N/S:U/C:H/I:H/A:H', 'score': 9.8}","{'percentage': 0.00186, 'percentile': 0.40938}",
CVE-2024-0521,Code Injection in paddlepaddle,critical,https://github.com/PaddlePaddle/Paddle,2024-01-20T21:15:43Z,"['https://nvd.nist.gov/vuln/detail/CVE-2024-0521', 'https://huntr.com/bounties/a569c64b-1e2b-4bed-a19f-47fd5a3da453', 'https://github.com/advisories/GHSA-chj7-w3f6-cvfj']","{'vector_string': 'CVSS:3.0/AV:L/AC:L/PR:N/UI:N/S:C/C:H/I:H/A:H', 'score': 9.3}","{'percentage': 0.00082, 'percentile': 0.25187}",
CVE-2023-50447,Arbitrary Code Execution in Pillow,critical,https://github.com/python-pillow/Pillow,2024-01-19T20:15:11Z,"['https://nvd.nist.gov/vuln/detail/CVE-2023-50447', 'https://github.com/python-pillow/Pillow/commit/45c726fd4daa63236a8f3653530f297dc87b160a', 'https://pillow.readthedocs.io/en/stable/releasenotes/10.2.0.html#security', 'http://www.openwall.com/lists/oss-security/2024/01/20/1', 'https://github.com/python-pillow/Pillow/releases', 'https://lists.debian.org/debian-lts-announce/2024/01/msg00019.html', 'https://devhub.checkmarx.com/cve-details/CVE-2023-50447', 'https://duartecsantos.github.io/2023-01-02-CVE-2023-50447', 'https://duartecsantos.github.io/2024-01-02-CVE-2023-50447', 'https://github.com/advisories/GHSA-3f63-hfp8-52jq']","{'vector_string': 'CVSS:3.1/AV:N/AC:H/PR:N/UI:N/S:U/C:H/I:H/A:H', 'score': 8.1}","{'percentage': 0.00557, 'percentile': 0.67198}",
CVE-2024-22416,Cross-Site Request Forgery on any API call in pyLoad may lead to admin privilege escalation,critical,https://github.com/pyload/pyload,2024-01-18T00:15:38Z,"['https://github.com/pyload/pyload/security/advisories/GHSA-pgpj-v85q-h5fm', 'https://nvd.nist.gov/vuln/detail/CVE-2024-22416', 'https://github.com/pyload/pyload/commit/1374c824271cb7e927740664d06d2e577624ca3e', 'https://github.com/pyload/pyload/commit/c7cdc18ad9134a75222974b39e8b427c4af845fc', 'https://github.com/pypa/advisory-database/tree/main/vulns/pyload-ng/PYSEC-2024-17.yaml', 'https://github.com/advisories/GHSA-pgpj-v85q-h5fm']","{'vector_string': 'CVSS:3.1/AV:N/AC:L/PR:N/UI:R/S:C/C:H/I:H/A:H', 'score': 9.7}","{'percentage': 0.05898, 'percentile': 0.90114}",
CVE-2024-21669,Hyperledger Aries Cloud Agent Python result of presentation verification not checked for LDP-VC,critical,https://github.com/hyperledger/aries-cloudagent-python,2024-01-11T06:15:44Z,"['https://github.com/hyperledger/aries-cloudagent-python/security/advisories/GHSA-97x9-59rv-q5pm', 'https://github.com/hyperledger/aries-cloudagent-python/commit/0b01ffffc0789205ac990292f97238614c9fd293', 'https://github.com/hyperledger/aries-cloudagent-python/commit/4c45244e2085aeff2f038dd771710e92d7682ff2', 'https://github.com/hyperledger/aries-cloudagent-python/releases/tag/0.10.5', 'https://github.com/hyperledger/aries-cloudagent-python/releases/tag/0.11.0', 'https://nvd.nist.gov/vuln/detail/CVE-2024-21669', 'https://github.com/advisories/GHSA-97x9-59rv-q5pm']","{'vector_string': 'CVSS:3.1/AV:N/AC:L/PR:L/UI:N/S:C/C:H/I:H/A:L', 'score': 9.9}","{'percentage': 0.00136, 'percentile': 0.34418}",
CVE-2023-52311,PaddlePaddle command injection in _wget_download,critical,https://github.com/PaddlePaddle/Paddle,2024-01-03T09:15:10Z,"['https://nvd.nist.gov/vuln/detail/CVE-2023-52311', 'https://github.com/PaddlePaddle/Paddle/blob/develop/security/advisory/pdsa-2023-020.md', 'https://github.com/PaddlePaddle/Paddle/commit/c5f6862d118d7d69210f0e73bea1b055f5f21f2b', 'https://github.com/pypa/advisory-database/tree/main/vulns/paddlepaddle/PYSEC-2024-143.yaml', 'https://github.com/advisories/GHSA-rf7p-79xq-8xwm']","{'vector_string': 'CVSS:3.1/AV:N/AC:L/PR:N/UI:R/S:C/C:H/I:H/A:H', 'score': 9.7}","{'percentage': 0.00256, 'percentile': 0.49021}",
CVE-2023-52310,PaddlePaddle command injection in get_online_pass_interval,critical,https://github.com/PaddlePaddle/Paddle,2024-01-03T09:15:10Z,"['https://nvd.nist.gov/vuln/detail/CVE-2023-52310', 'https://github.com/PaddlePaddle/Paddle/blob/develop/security/advisory/pdsa-2023-019.md', 'https://github.com/PaddlePaddle/Paddle/commit/49bec176053595975c1941cff9749c55f7203ea9', 'https://github.com/pypa/advisory-database/tree/main/vulns/paddlepaddle/PYSEC-2024-142.yaml', 'https://github.com/advisories/GHSA-j5h9-9r39-43q5']","{'vector_string': 'CVSS:3.1/AV:N/AC:L/PR:N/UI:R/S:C/C:H/I:H/A:H', 'score': 9.7}","{'percentage': 0.00256, 'percentile': 0.49021}",
CVE-2023-52314,PaddlePaddle command injection in convert_shape_compare,critical,https://github.com/PaddlePaddle/Paddle,2024-01-03T09:15:11Z,"['https://nvd.nist.gov/vuln/detail/CVE-2023-52314', 'https://github.com/PaddlePaddle/Paddle/blob/develop/security/advisory/pdsa-2023-023.md', 'https://github.com/PaddlePaddle/Paddle/commit/5ed9478fdef96a06eeec9093f9e768c97b094af3', 'https://github.com/pypa/advisory-database/tree/main/vulns/paddlepaddle/PYSEC-2024-146.yaml', 'https://github.com/advisories/GHSA-3cr5-2446-8pg3']","{'vector_string': 'CVSS:3.1/AV:N/AC:L/PR:N/UI:R/S:C/C:H/I:H/A:H', 'score': 9.7}","{'percentage': 0.00256, 'percentile': 0.49021}",
CVE-2023-6975,MLFlow Path Traversal Vulnerability,critical,https://github.com/mlflow/mlflow,2023-12-20T06:15:45Z,"['https://nvd.nist.gov/vuln/detail/CVE-2023-6975', 'https://github.com/mlflow/mlflow/commit/b9ab9ed77e1deda9697fe472fb1079fd428149ee', 'https://huntr.com/bounties/029a3824-cee3-4cf1-b260-7138aa539b85', 'https://github.com/advisories/GHSA-hh8p-p8mp-gqhm']","{'vector_string': 'CVSS:3.1/AV:N/AC:L/PR:N/UI:N/S:U/C:H/I:H/A:H', 'score': 9.8}","{'percentage': 0.01542, 'percentile': 0.8051}",
CVE-2023-6974,MLflow Server-Side Request Forgery (SSRF),critical,https://github.com/mlflow/mlflow/,2023-12-20T06:15:45Z,"['https://nvd.nist.gov/vuln/detail/CVE-2023-6974', 'https://github.com/mlflow/mlflow/commit/8174250f83352a04c2d42079f414759060458555', 'https://huntr.com/bounties/438b0524-da0e-4d08-976a-6f270c688393', 'https://github.com/advisories/GHSA-59v3-898r-qwhj']","{'vector_string': 'CVSS:3.1/AV:N/AC:L/PR:N/UI:N/S:U/C:H/I:H/A:H', 'score': 9.8}","{'percentage': 0.02591, 'percentile': 0.84764}",
CVE-2023-6730,transformers has a Deserialization of Untrusted Data vulnerability,critical,https://github.com/huggingface/transformers,2023-12-19T13:15:43Z,"['https://nvd.nist.gov/vuln/detail/CVE-2023-6730', 'https://github.com/huggingface/transformers/commit/1d63b0ec361e7a38f1339385e8a5a855085532ce', 'https://huntr.com/bounties/423611ee-7a2a-442a-babb-3ed2f8385c16', 'https://github.com/pypa/advisory-database/tree/main/vulns/transformers/PYSEC-2023-300.yaml', 'https://github.com/advisories/GHSA-3863-2447-669p']","{'vector_string': 'CVSS:3.0/AV:N/AC:L/PR:L/UI:R/S:C/C:H/I:H/A:H', 'score': 9.0}","{'percentage': 0.00177, 'percentile': 0.39653}",
CVE-2023-6831,Path traversal in MLflow,critical,https://github.com/mlflow/mlflow,2023-12-15T01:15:08Z,"['https://nvd.nist.gov/vuln/detail/CVE-2023-6831', 'https://github.com/mlflow/mlflow/commit/1da75dfcecd4d169e34809ade55748384e8af6c1', 'https://huntr.com/bounties/0acdd745-0167-4912-9d5c-02035fe5b314', 'https://github.com/pypa/advisory-database/tree/main/vulns/mlflow/PYSEC-2023-253.yaml', 'https://github.com/advisories/GHSA-554w-xh4j-8w64']","{'vector_string': 'CVSS:3.0/AV:N/AC:L/PR:N/UI:N/S:C/C:N/I:H/A:H', 'score': 10.0}","{'percentage': 0.80382, 'percentile': 0.99043}",
CVE-2023-6572,Gradio Exposure of Sensitive Information to an Unauthorized Actor vulnerability,critical,https://github.com/gradio-app/gradio,2023-12-14T14:15:46Z,"['https://nvd.nist.gov/vuln/detail/CVE-2023-6572', 'https://github.com/gradio-app/gradio/commit/5b5af1899dd98d63e1f9b48a93601c2db1f56520', 'https://huntr.com/bounties/21d2ff0c-d43a-4afd-bb4d-049ee8da5b5c', 'https://github.com/pypa/advisory-database/tree/main/vulns/gradio/PYSEC-2023-255.yaml', 'https://github.com/advisories/GHSA-gqvf-3hgp-5hxv']","{'vector_string': 'CVSS:3.0/AV:N/AC:L/PR:L/UI:N/S:C/C:H/I:H/A:N', 'score': 9.6}","{'percentage': 0.01662, 'percentile': 0.81055}",
CVE-2023-6569,External Control of File Name or Path in h2oai/h2o-3,critical,https://github.com/h2oai/h2o-3,2023-12-14T13:15:55Z,"['https://nvd.nist.gov/vuln/detail/CVE-2023-6569', 'https://huntr.com/bounties/a5d003dc-c23e-4c98-8dcf-35ba9252fa3c', 'https://github.com/advisories/GHSA-gqrq-j6pm-98c2']","{'vector_string': 'CVSS:3.0/AV:N/AC:L/PR:N/UI:N/S:C/C:N/I:L/A:H', 'score': 9.3}","{'percentage': 0.00174, 'percentile': 0.3949}",
CVE-2023-50423,Improper Privilege Management in sap-xssec,critical,https://github.com/SAP/cloud-pysec,,"['https://github.com/SAP/cloud-pysec/security/advisories/GHSA-6mjg-37cp-42x5', 'https://github.com/SAP/cloud-pysec/commit/d90c9e0733fa9af68bd8ea0b1cf023cf482163ef', 'https://nvd.nist.gov/vuln/detail/CVE-2023-50423', 'https://blogs.sap.com/2023/12/12/unveiling-critical-security-updates-sap-btp-security-note-3411067', 'https://github.com/SAP/cloud-pysec', 'https://github.com/pypa/advisory-database/tree/main/vulns/sap-xssec/PYSEC-2023-261.yaml', 'https://me.sap.com/notes/3411067', 'https://pypi.org/project/sap-xssec', 'https://www.sap.com/documents/2022/02/fa865ea4-167e-0010-bca6-c68f7e60039b.html', 'https://github.com/advisories/GHSA-6mjg-37cp-42x5']","{'vector_string': 'CVSS:3.1/AV:N/AC:L/PR:N/UI:N/S:U/C:H/I:H/A:N', 'score': 9.1}","{'percentage': 0.00458, 'percentile': 0.63173}",
,Duplicate Advisory: Privilege escalation in sap-xssec,critical,https://github.com/SAP/cloud-pysec,2023-12-12T02:15:08Z,"['https://nvd.nist.gov/vuln/detail/CVE-2023-50423', 'https://me.sap.com/notes/3411067', 'https://www.sap.com/documents/2022/02/fa865ea4-167e-0010-bca6-c68f7e60039b.html', 'https://github.com/SAP/cloud-pysec/security/advisories/GHSA-6mjg-37cp-42x5', 'https://blogs.sap.com/2023/12/12/unveiling-critical-security-updates-sap-btp-security-note-3411067', 'https://github.com/SAP/cloud-pysec', 'https://pypi.org/project/sap-xssec', 'https://github.com/advisories/GHSA-p99h-pfg6-qrfg']","{'vector_string': 'CVSS:3.1/AV:N/AC:L/PR:N/UI:N/S:U/C:H/I:H/A:N', 'score': 9.1}",,
CVE-2023-37924,SQL injection in Apache Submarine,critical,https://github.com/apache/submarine,2023-11-22T10:15:07Z,"['https://nvd.nist.gov/vuln/detail/CVE-2023-37924', 'https://github.com/apache/submarine/pull/1037', 'https://issues.apache.org/jira/browse/SUBMARINE-1361', 'https://lists.apache.org/thread/g99h773vd49n1wyghdq1llv2f83w1b3r', 'https://github.com/pypa/advisory-database/tree/main/vulns/apache-submarine/PYSEC-2023-244.yaml', 'https://github.com/apache/submarine/commit/4cd2af10499ac6dc4f82bda179d9f414a522abef', 'https://github.com/advisories/GHSA-v5gj-fx3g-hcpw']","{'vector_string': 'CVSS:3.1/AV:N/AC:L/PR:N/UI:N/S:U/C:H/I:H/A:H', 'score': 9.8}","{'percentage': 0.77066, 'percentile': 0.9888}",
CVE-2023-46302,Deserialization of Untrusted Data in apache-submarine,critical,,2023-11-20T09:15:07Z,"['https://nvd.nist.gov/vuln/detail/CVE-2023-46302', 'https://github.com/apache/submarine/pull/1054', 'https://issues.apache.org/jira/browse/SUBMARINE-1371', 'https://lists.apache.org/thread/zf0wppzh239j4h131hm1dbswfnztxrr5', 'https://github.com/pypa/advisory-database/tree/main/vulns/apache-submarine/PYSEC-2023-240.yaml', 'https://github.com/advisories/GHSA-8hcr-5x2g-9f7j']","{'vector_string': 'CVSS:3.1/AV:N/AC:L/PR:N/UI:N/S:U/C:H/I:H/A:H', 'score': 9.8}","{'percentage': 0.00156, 'percentile': 0.37104}",
,Ibis PyArrow dependency allows arbitrary code execution when loading a malicious data file,critical,https://github.com/ibis-project/ibis,,"['https://github.com/ibis-project/ibis/security/advisories/GHSA-x563-6hqv-26mr', 'https://github.com/ibis-project/ibis/commit/0fa1e5dc06783c01e912e8de4d7e10186ca0e364', 'https://github.com/ibis-project/ibis/releases/tag/7.1.0', 'https://github.com/advisories/GHSA-x563-6hqv-26mr']","{'vector_string': None, 'score': None}",,
