CVE,Summary,Severity,Source Location,Published,References,CVSS,EPSS,KEV
CVE-2014-1604,RPLY Predictable Tmpfile Names Allows Cache Spoofing,low,https://github.com/alex/rply,2014-01-28T00:55:00Z,"['https://nvd.nist.gov/vuln/detail/CVE-2014-1604', 'https://github.com/alex/rply/commit/fc9bbcd25b0b4f09bbd6339f710ad24c129d5d7c', 'https://exchange.xforce.ibmcloud.com/vulnerabilities/90593', 'http://bugs.debian.org/cgi-bin/bugreport.cgi?bug=735263', 'http://www.openwall.com/lists/oss-security/2014/01/17/8', 'http://www.openwall.com/lists/oss-security/2014/01/18/4', 'https://github.com/pypa/advisory-database/tree/main/vulns/rply/PYSEC-2014-17.yaml', 'https://github.com/advisories/GHSA-9gcf-pq99-rjw3']","{'vector_string': None, 'score': None}","{'percentage': 0.00074, 'percentile': 0.22921}",
CVE-2014-1624,pyxdg Arbitrary File Overwrite via Race Condition,low,https://github.com/takluyver/pyxdg,2014-01-28T00:55:00Z,"['https://nvd.nist.gov/vuln/detail/CVE-2014-1624', 'https://exchange.xforce.ibmcloud.com/vulnerabilities/90618', 'http://bugs.debian.org/cgi-bin/bugreport.cgi?bug=736247', 'http://www.openwall.com/lists/oss-security/2014/01/21/3', 'http://www.openwall.com/lists/oss-security/2014/01/21/4', 'https://github.com/takluyver/pyxdg/commit/bd999c1c3fe7ee5f30ede2cf704cf03e400347b4', 'https://web.archive.org/web/20200227194825/http://www.securityfocus.com/bid/65042', 'https://github.com/pypa/advisory-database/tree/main/vulns/pyxdg/PYSEC-2014-95.yaml', 'https://github.com/advisories/GHSA-7372-q459-jxhr']","{'vector_string': None, 'score': None}","{'percentage': 0.00055, 'percentile': 0.17094}",
CVE-2016-2513,Django User Enumeration Vulnerability,low,https://github.com/django/django,2016-04-08T15:59:00Z,"['https://nvd.nist.gov/vuln/detail/CVE-2016-2513', 'https://github.com/django/django/commit/67b46ba7016da2d259c1ecc7d666d11f5e1cfaab', 'http://rhn.redhat.com/errata/RHSA-2016-0502.html', 'http://rhn.redhat.com/errata/RHSA-2016-0504.html', 'http://rhn.redhat.com/errata/RHSA-2016-0505.html', 'http://rhn.redhat.com/errata/RHSA-2016-0506.html', 'http://www.debian.org/security/2016/dsa-3544', 'http://www.oracle.com/technetwork/topics/security/bulletinapr2016-2952098.html', 'http://www.ubuntu.com/usn/USN-2915-1', 'http://www.ubuntu.com/usn/USN-2915-2', 'http://www.ubuntu.com/usn/USN-2915-3', 'https://web.archive.org/web/20160322001143/http://www.securitytracker.com/id/1035152', 'https://web.archive.org/web/20200228001222/http://www.securityfocus.com/bid/83878', 'https://github.com/django/django/commit/af7d09b0c5c6ab68e629fd9baf736f9dd203b18e', 'https://github.com/django/django/commit/f4e6e02f7713a6924d16540be279909ff4091eb6', 'https://www.djangoproject.com/weblog/2016/mar/01/security-releases', 'https://github.com/pypa/advisory-database/tree/main/vulns/django/PYSEC-2016-16.yaml', 'https://github.com/advisories/GHSA-fp6p-5xvw-m74f']","{'vector_string': 'CVSS:3.0/AV:N/AC:H/PR:N/UI:R/S:U/C:L/I:N/A:N', 'score': 3.1}","{'percentage': 0.01086, 'percentile': 0.76917}",
CVE-2013-2013,python-keystoneclient unsecure user password update,low,https://github.com/openstack/python-keystoneclient,2013-10-01T20:55:00Z,"['https://nvd.nist.gov/vuln/detail/CVE-2013-2013', 'https://bugs.launchpad.net/python-keystoneclient/+bug/938315', 'https://oval.cisecurity.org/repository/search/definition/oval%3Aorg.mitre.oval%3Adef%3A16937', 'http://www.openwall.com/lists/oss-security/2013/05/23/4', 'https://github.com/openstack/python-keystoneclient/commit/f2e0818bc97bfbeba83f6abbb07909a8debcad77', 'https://github.com/pypa/advisory-database/tree/main/vulns/python-keystoneclient/PYSEC-2013-24.yaml', 'https://github.com/advisories/GHSA-8q2m-pwxf-jc7g']","{'vector_string': 'CVSS:3.1/AV:L/AC:H/PR:N/UI:N/S:U/C:L/I:N/A:N', 'score': 2.9}","{'percentage': 0.00065, 'percentile': 0.20512}",
CVE-2014-0105,python-keystoneclient vulnerable to context confusion in Keystone auth_token middleware,low,https://github.com/openstack/python-keystoneclient,2014-04-15T14:55:00Z,"['https://nvd.nist.gov/vuln/detail/CVE-2014-0105', 'https://bugs.launchpad.net/python-keystoneclient/+bug/1282865', 'http://rhn.redhat.com/errata/RHSA-2014-0382.html', 'http://rhn.redhat.com/errata/RHSA-2014-0409.html', 'http://www.openwall.com/lists/oss-security/2014/03/27/4', 'https://review.opendev.org/c/openstack/python-keystoneclient/+/81078', 'https://github.com/pypa/advisory-database/tree/main/vulns/python-keystoneclient/PYSEC-2014-70.yaml', 'https://github.com/advisories/GHSA-gwvq-rgqf-993f']","{'vector_string': 'CVSS:3.1/AV:N/AC:H/PR:L/UI:N/S:C/C:L/I:L/A:L', 'score': 6.0}","{'percentage': 0.00371, 'percentile': 0.57809}",
CVE-2014-3801,OpenStack Heat template URL information leakage,low,https://git.openstack.org/cgit/openstack/heat,2014-05-23T14:55:00Z,"['https://nvd.nist.gov/vuln/detail/CVE-2014-3801', 'https://bugs.launchpad.net/heat/+bug/1311223', 'http://rhn.redhat.com/errata/RHSA-2014-1687.html', 'http://www.openwall.com/lists/oss-security/2014/05/20/1', 'http://www.openwall.com/lists/oss-security/2014/05/20/6', 'http://www.ubuntu.com/usn/USN-2249-1', 'https://git.openstack.org/cgit/openstack/heat/commit/?id=03dd894de4ad905dc170e358fad27d9c8ed62a73', 'https://git.openstack.org/cgit/openstack/heat/commit/?id=7e114a38712da8947ee7ad93eabda34f5e4aa65a', 'https://git.openstack.org/cgit/openstack/heat/commit/?id=a02ff20509171346d2a1d2a9df7c81aada134c52', 'https://web.archive.org/web/20200229061233/https://www.securityfocus.com/bid/67505/', 'https://github.com/advisories/GHSA-86qj-4h55-fvpw']","{'vector_string': None, 'score': None}","{'percentage': 0.00428, 'percentile': 0.6163}",
CVE-2013-6480,Libcloud does not properly scrub data when destroying a DigitalOcean node,low,https://github.com/apache/libcloud,2014-01-07T18:55:00Z,"['https://nvd.nist.gov/vuln/detail/CVE-2013-6480', 'https://github.com/fog/fog/issues/2525', 'http://libcloud.apache.org/security.html', 'http://lists.opensuse.org/opensuse-updates/2014-02/msg00015.html', 'https://github.com/apache/libcloud/commit/4449e165a00756dc61430e6ad9520f005b045d29', 'https://github.com/apache/libcloud/blob/abba8c1719a8bda6db8efde2d46fd1b423ae4304/CHANGES.rst#compute-48', 'https://issues.apache.org/jira/browse/LIBCLOUD-487', 'https://web.archive.org/web/20131230232003/https://digitalocean.com/blog_posts/transparency-regarding-data-security', 'https://web.archive.org/web/20140129025443/http://www.securityfocus.com/bid/64617', 'https://web.archive.org/web/20201209074449/http://www.securityfocus.com/archive/1/530624/100/0/threaded', 'https://github.com/pypa/advisory-database/tree/main/vulns/apache-libcloud/PYSEC-2014-97.yaml', 'https://github.com/advisories/GHSA-g892-9h8m-r69r']","{'vector_string': None, 'score': None}","{'percentage': 0.00565, 'percentile': 0.67534}",
CVE-2013-4259,Ansible uses a socket with predictable filename in /tmp,low,https://github.com/ansible/ansible,2013-09-16T19:14:00Z,"['https://nvd.nist.gov/vuln/detail/CVE-2013-4259', 'https://bugzilla.redhat.com/show_bug.cgi?id=998223', 'https://groups.google.com/forum/#!topic/ansible-project/UVDYW0HGcNg', 'http://www.ansible.com/security', 'https://groups.google.com/forum/#%21topic/ansible-project/UVDYW0HGcNg', 'https://github.com/pypa/advisory-database/tree/main/vulns/ansible/PYSEC-2013-1.yaml', 'https://github.com/advisories/GHSA-fj24-ghp9-39v3']","{'vector_string': 'CVSS:3.1/AV:L/AC:L/PR:N/UI:N/S:U/C:N/I:L/A:N', 'score': 4.0}","{'percentage': 0.00051, 'percentile': 0.15575}",
CVE-2013-7048,OpenStack Nova live snapshots use an insecure local directory,low,https://github.com/openstack/nova,2014-01-23T21:55:00Z,"['https://nvd.nist.gov/vuln/detail/CVE-2013-7048', 'https://bugs.launchpad.net/nova/+bug/1227027', 'http://rhn.redhat.com/errata/RHSA-2014-0231.html', 'http://www.openwall.com/lists/oss-security/2014/01/13/2', 'https://github.com/openstack/nova/commit/75be5abd6b3fa0f7f27fe9c805f832cd41d44a5d', 'https://github.com/openstack/nova/commit/8a34fc3d48c467aa196f65eed444ccdc7c02f19f', 'https://github.com/openstack/nova/commit/9bd7fff8c0160057643cfc37c5e2b1cd3337d6aa', 'https://github.com/advisories/GHSA-grp5-h379-j75x']","{'vector_string': None, 'score': None}","{'percentage': 0.00055, 'percentile': 0.17064}",
CVE-2014-7231,OpenStack Oslo utility sensitive information exposure via log files,low,https://github.com/openstack/oslo.utils,2014-10-08T19:55:00Z,"['https://nvd.nist.gov/vuln/detail/CVE-2014-7231', 'https://bugs.launchpad.net/oslo.utils/+bug/1345233', 'https://exchange.xforce.ibmcloud.com/vulnerabilities/96726', 'http://rhn.redhat.com/errata/RHSA-2014-1939.html', 'http://seclists.org/oss-sec/2014/q3/853', 'http://www.securityfocus.com/bid/70184', 'https://github.com/advisories/GHSA-v933-vx5p-j7w2']","{'vector_string': None, 'score': None}","{'percentage': 0.00157, 'percentile': 0.37432}",
CVE-2018-13390,Cloudtoken Insufficiently Protects Credentials,low,,2018-08-10T15:29:00Z,"['https://nvd.nist.gov/vuln/detail/CVE-2018-13390', 'https://bitbucket.org/atlassian/cloudtoken/wiki/CVE-2018-13390%20-%20Exposed%20credentials%20in%20daemon%20mode%20on%20Linux', 'https://github.com/pypa/advisory-database/tree/main/vulns/cloudtoken/PYSEC-2018-1.yaml', 'https://github.com/advisories/GHSA-4fpg-j5mp-783g']","{'vector_string': 'CVSS:3.0/AV:A/AC:L/PR:N/UI:N/S:C/C:L/I:L/A:N', 'score': 6.1}","{'percentage': 0.00107, 'percentile': 0.29561}",
CVE-2017-3590,MySQL Connectors Privilege Escalation,low,https://github.com/mysql/mysql-connector-python,2017-04-24T19:59:00Z,"['https://nvd.nist.gov/vuln/detail/CVE-2017-3590', 'http://www.oracle.com/technetwork/security-advisory/cpuapr2017-3236618.html', 'http://www.securityfocus.com/bid/97840', 'http://www.securitytracker.com/id/1038287', 'https://github.com/advisories/GHSA-2cf3-g243-hhfx']","{'vector_string': 'CVSS:3.0/AV:L/AC:L/PR:L/UI:N/S:U/C:N/I:L/A:N', 'score': 3.3}","{'percentage': 0.00067, 'percentile': 0.21444}",
CVE-2014-3474,OpenStack Horizon Cross-site scripting (XSS) vulnerability,low,https://opendev.org/openstack/horizon,2014-10-31T15:55:00Z,"['https://nvd.nist.gov/vuln/detail/CVE-2014-3474', 'https://bugs.launchpad.net/horizon/+bug/1322197', 'https://review.openstack.org/#/c/105477', 'http://lists.opensuse.org/opensuse-updates/2015-01/msg00040.html', 'http://www.openwall.com/lists/oss-security/2014/07/08/6', 'http://www.securityfocus.com/bid/68460', 'https://access.redhat.com/errata/RHSA-2014:0939', 'https://access.redhat.com/errata/RHSA-2014:1188', 'https://access.redhat.com/security/cve/CVE-2014-3474', 'https://bugzilla.redhat.com/show_bug.cgi?id=1116090', 'https://github.com/openstack/horizon/commit/32a7b713468161282f2ea01d5e2faff980d924cd', 'https://github.com/openstack/horizon/commit/c844bd692894353c60b320005b804970605e910f', 'https://github.com/openstack/horizon/commit/de4466d88b816437fb29eff5ab23b9b964cd3985', 'https://review.opendev.org/c/openstack/horizon/+/105476', 'https://github.com/advisories/GHSA-j57p-g33w-95c5']","{'vector_string': None, 'score': None}","{'percentage': 0.00318, 'percentile': 0.53935}",
CVE-2014-3594,OpenStack Dashboard (Horizon) Cross-site scripting (XSS) vulnerability in the Host Aggregates interface,low,,2014-08-22T14:55:00Z,"['https://nvd.nist.gov/vuln/detail/CVE-2014-3594', 'https://bugs.launchpad.net/horizon/+bug/1349491', 'https://exchange.xforce.ibmcloud.com/vulnerabilities/95378', 'https://review.openstack.org/#/c/115310', 'https://review.openstack.org/#/c/115311', 'http://lists.opensuse.org/opensuse-updates/2015-01/msg00040.html', 'http://rhn.redhat.com/errata/RHSA-2014-1335.html', 'http://rhn.redhat.com/errata/RHSA-2014-1336.html', 'http://seclists.org/oss-sec/2014/q3/413', 'http://www.securityfocus.com/bid/69291', 'https://access.redhat.com/errata/RHSA-2014:1188', 'https://access.redhat.com/errata/RHSA-2014:1335', 'https://access.redhat.com/errata/RHSA-2014:1336', 'https://access.redhat.com/security/cve/CVE-2014-3594', 'https://bugzilla.redhat.com/show_bug.cgi?id=1129774', 'https://github.com/openstack/horizon/commit/ba2c98aea0db0d03200c811b86b3efe8367f3905', 'https://github.com/openstack/horizon/commit/ba908ae88d5925f4f6783eb234cc4ea95017472b', 'https://review.openstack.org/#/c/115313', 'https://github.com/advisories/GHSA-8g68-2hcj-h8vg']","{'vector_string': None, 'score': None}","{'percentage': 0.00605, 'percentile': 0.68507}",
CVE-2012-0054,GoLismero symlink attack,low,https://github.com/golismero/golismero,2012-03-19T19:55:00Z,"['https://nvd.nist.gov/vuln/detail/CVE-2012-0054', 'http://code.google.com/p/golismero/source/detail?r=2b3bb43d68676efd687361f7de29380189031ab8', 'http://www.openwall.com/lists/oss-security/2012/01/17/10', 'http://www.openwall.com/lists/oss-security/2012/01/17/7', 'https://github.com/pypa/advisory-database/tree/main/vulns/golismero/PYSEC-2012-31.yaml', 'https://github.com/advisories/GHSA-vwxc-3cfr-37jq']","{'vector_string': None, 'score': None}","{'percentage': 0.00045, 'percentile': 0.13489}",
CVE-2006-3458,Zope allows local users to read arbitrary files,low,https://github.com/zopefoundation/Zope,2006-07-07T23:05:00Z,"['https://nvd.nist.gov/vuln/detail/CVE-2006-3458', 'https://exchange.xforce.ibmcloud.com/vulnerabilities/27636', 'http://mail.zope.org/pipermail/zope-announce/2006-July/001984.html', 'http://www.debian.org/security/2006/dsa-1113', 'http://www.novell.com/linux/security/advisories/2006_19_sr.html', 'https://github.com/pypa/advisory-database/tree/main/vulns/zope2/PYSEC-2006-7.yaml', 'https://usn.ubuntu.com/317-1', 'https://github.com/advisories/GHSA-jcjp-qqpq-pc54']","{'vector_string': None, 'score': None}","{'percentage': 0.00103, 'percentile': 0.29478}",
CVE-2011-3147,Openstack nova qcow format could expose host filesystem information,low,,2019-04-22T16:29:00Z,"['https://nvd.nist.gov/vuln/detail/CVE-2011-3147', 'http://bazaar.launchpad.net/~hudson-openstack/nova/trunk/revision/1604', 'https://github.com/openstack/nova/commit/ff9d353b2f4fee469e530fbc8dc231a41f6fed84', 'https://bugs.launchpad.net/nova/+bug/853330', 'https://github.com/advisories/GHSA-hqfx-4x4w-vmwp']","{'vector_string': 'CVSS:3.0/AV:L/AC:H/PR:L/UI:N/S:C/C:L/I:N/A:N', 'score': 2.8}","{'percentage': 0.00182, 'percentile': 0.40424}",
CVE-2022-22935,SaltStack Salt Improper Authentication via Man in the Middle Attack,low,https://github.com/saltstack/salt,2022-03-29T17:15:00Z,"['https://nvd.nist.gov/vuln/detail/CVE-2022-22935', 'https://github.com/saltstack/salt/blob/8f9405cf8e6f7d7776d5000841c886dec6d96250/doc/topics/releases/3002.8.rst#L31', 'https://github.com/saltstack/salt/blob/8f9405cf8e6f7d7776d5000841c886dec6d96250/doc/topics/releases/3003.4.rst#L31', 'https://github.com/saltstack/salt/blob/8f9405cf8e6f7d7776d5000841c886dec6d96250/doc/topics/releases/3004.1.rst#L29', 'https://saltproject.io/security_announcements/salt-security-advisory-release', 'https://security.gentoo.org/glsa/202310-22', 'https://github.com/pypa/advisory-database/tree/main/vulns/salt/PYSEC-2022-172.yaml', 'https://github.com/advisories/GHSA-cvcc-5x92-gmhc']","{'vector_string': 'CVSS:3.1/AV:N/AC:H/PR:N/UI:N/S:U/C:N/I:N/A:L', 'score': 3.7}","{'percentage': 0.00073, 'percentile': 0.22829}",
,Infinite loop in Pillow,low,https://github.com/python-pillow/Pillow,,"['https://github.com/python-pillow/Pillow/commit/baae9ec4b67c68e3adaf1208cf54e8de5e38a6fd', 'https://pillow.readthedocs.io/en/stable/releasenotes/9.0.0.html#ensure-jpegimageplugin-stops-at-the-end-of-a-truncated-file', 'https://github.com/advisories/GHSA-4fx9-vc88-q2xc']","{'vector_string': None, 'score': None}",,
CVE-2022-24719,Forwarding of confidentials headers to third parties in fluture-node,low,https://github.com/fluture-js/fluture-node,2022-03-01T21:15:00Z,"['https://github.com/fluture-js/fluture-node/security/advisories/GHSA-32x6-qvw6-mxj4', 'https://nvd.nist.gov/vuln/detail/CVE-2022-24719', 'https://github.com/psf/requests/pull/4718', 'https://github.com/fluture-js/fluture-node/commit/0c99bc511533d48be17dc6bfe641f7d0aeb34d77', 'https://github.com/fluture-js/fluture-node/commit/125e4474f910c1507f8ec3232848626fbc0f55c4', 'https://github.com/pypa/advisory-database/tree/main/vulns/request-util/PYSEC-2022-43052.yaml', 'https://github.com/pypa/advisory-database/tree/main/vulns/pyquest/PYSEC-2022-43051.yaml', 'https://github.com/advisories/GHSA-32x6-qvw6-mxj4']","{'vector_string': 'CVSS:3.1/AV:A/AC:H/PR:L/UI:N/S:U/C:L/I:N/A:N', 'score': 2.6}","{'percentage': 0.00248, 'percentile': 0.48033}",
,Arbitrary file deletion in NeMo ASR webapp,low,https://github.com/NVIDIA/NeMo,,"['https://github.com/NVIDIA/NeMo/security/advisories/GHSA-rpx7-33j2-xx9x', 'https://github.com/NVIDIA/NeMo/commit/f7e4ed7e4f7f2fa43765a38c2fafa1b6d1ebd7c0', 'https://github.com/advisories/GHSA-rpx7-33j2-xx9x']","{'vector_string': 'CVSS:3.1/AV:L/AC:L/PR:H/UI:R/S:U/C:N/I:L/A:N', 'score': 2.0}",,
CVE-2020-1738,Argument Injection in Ansible,low,https://github.com/ansible/ansible,2020-03-16T16:15:00Z,"['https://nvd.nist.gov/vuln/detail/CVE-2020-1738', 'https://github.com/ansible/ansible/issues/67796', 'https://bugzilla.redhat.com/show_bug.cgi?id=CVE-2020-1738', 'https://security.gentoo.org/glsa/202006-11', 'https://github.com/ansible/ansible/pull/67808', 'https://github.com/advisories/GHSA-f85h-23mf-2fwh', 'https://github.com/pypa/advisory-database/tree/main/vulns/ansible/PYSEC-2020-10.yaml']","{'vector_string': 'CVSS:3.1/AV:L/AC:H/PR:L/UI:R/S:C/C:N/I:L/A:L', 'score': 3.9}","{'percentage': 0.00139, 'percentile': 0.34561}",
CVE-2020-10744,Exposure of Resource to Wrong Sphere and Insecure Temporary File in Ansible,low,https://github.com/ansible/ansible,2020-05-15T14:15:00Z,"['https://nvd.nist.gov/vuln/detail/CVE-2020-10744', 'https://bugzilla.redhat.com/show_bug.cgi?id=CVE-2020-10744', 'https://github.com/ansible/ansible/issues/69782', 'https://github.com/ansible/ansible/commit/77d0effcc5b2da1ef23e4ba32986a9759c27c10d', 'https://github.com/ansible/ansible/commit/84afa8e90cd168ff13208c8eae3e533ce7e21e1f', 'https://github.com/ansible/ansible/commit/ffd3757fc35468a97791e452e7f2d14c3e3fcb80', 'https://github.com/advisories/GHSA-vp9j-rghq-8jhh', 'https://github.com/pypa/advisory-database/tree/main/vulns/ansible/PYSEC-2020-208.yaml']","{'vector_string': 'CVSS:3.1/AV:L/AC:H/PR:L/UI:R/S:C/C:L/I:L/A:L', 'score': 5.0}","{'percentage': 0.00038, 'percentile': 0.10572}",
CVE-2022-0329,Withdrawn: Code Injection in loguru,low,https://github.com/delgan/loguru,2022-01-21T11:15:00Z,"['https://nvd.nist.gov/vuln/detail/CVE-2022-0329', 'https://github.com/delgan/loguru/commit/4b0070a4f30cbf6d5e12e6274b242b62ea11c81b', 'https://huntr.dev/bounties/1-pypi-loguru', 'https://github.com/Delgan/loguru/issues/563', 'https://tomforb.es/cve-2022-0329-and-the-problems-with-automated-vulnerability-management/', 'https://github.com/advisories/GHSA-cvp7-c586-cmf4']","{'vector_string': None, 'score': None}","{'percentage': 0.00044, 'percentile': 0.1451}",
,Open Redirect in Flask-Security-Too,low,,,"['https://github.com/Flask-Middleware/flask-security/security/advisories/GHSA-6qmf-fj6m-686c', 'https://nvd.nist.gov/vuln/detail/CVE-2021-32618', 'https://github.com/Flask-Middleware/flask-security/issues/486', 'https://github.com/advisories/GHSA-gxjj-f44v-qm94']","{'vector_string': 'CVSS:3.1/AV:N/AC:H/PR:N/UI:R/S:U/C:N/I:L/A:N', 'score': 3.1}",,
CVE-2021-39163,Adding a private/unlisted room to a community exposes room metadata in an unauthorised manner.,low,https://github.com/matrix-org/synapse,2021-08-31T16:15:00Z,"['https://github.com/matrix-org/synapse/security/advisories/GHSA-jj53-8fmw-f2w2', 'https://github.com/matrix-org/synapse/commit/cb35df940a', 'https://github.com/matrix-org/synapse/releases/tag/v1.41.1', 'https://nvd.nist.gov/vuln/detail/CVE-2021-39163', 'https://github.com/pypa/advisory-database/tree/main/vulns/matrix-synapse/PYSEC-2021-424.yaml', 'https://lists.fedoraproject.org/archives/list/package-announce@lists.fedoraproject.org/message/2VHDEPCZ22GJFMZCWA2XZAGPOEV72POF', 'https://lists.fedoraproject.org/archives/list/package-announce@lists.fedoraproject.org/message/PXT7ID7DNBRN2TVTETU3SYQHJKEG6PXN', 'https://github.com/advisories/GHSA-jj53-8fmw-f2w2']","{'vector_string': 'CVSS:3.1/AV:N/AC:H/PR:L/UI:N/S:U/C:L/I:N/A:N', 'score': 3.1}","{'percentage': 0.00272, 'percentile': 0.50424}",
CVE-2021-39164,Improper authorisation of members discloses room membership to non-members,low,https://github.com/matrix-org/synapse,2021-08-31T17:15:00Z,"['https://github.com/matrix-org/synapse/security/advisories/GHSA-3x4c-pq33-4w3q', 'https://nvd.nist.gov/vuln/detail/CVE-2021-39164', 'https://github.com/matrix-org/synapse/commit/cb35df940a', 'https://github.com/matrix-org/synapse/releases/tag/v1.41.1', 'https://github.com/pypa/advisory-database/tree/main/vulns/matrix-synapse/PYSEC-2021-425.yaml', 'https://lists.fedoraproject.org/archives/list/package-announce@lists.fedoraproject.org/message/2VHDEPCZ22GJFMZCWA2XZAGPOEV72POF', 'https://lists.fedoraproject.org/archives/list/package-announce@lists.fedoraproject.org/message/PXT7ID7DNBRN2TVTETU3SYQHJKEG6PXN', 'https://github.com/advisories/GHSA-3x4c-pq33-4w3q']","{'vector_string': 'CVSS:3.1/AV:N/AC:H/PR:L/UI:N/S:U/C:L/I:N/A:N', 'score': 3.1}","{'percentage': 0.00502, 'percentile': 0.646}",
CVE-2017-8761,Temporary urls leaked via logging,low,,2021-06-02T14:15:00Z,"['https://nvd.nist.gov/vuln/detail/CVE-2017-8761', 'https://launchpad.net/bugs/1685798', 'https://bugs.launchpad.net/swift/+bug/1685798/comments/18', 'https://github.com/advisories/GHSA-8fxc-qm65-vpxg']","{'vector_string': None, 'score': None}","{'percentage': 0.00167, 'percentile': 0.38432}",
CVE-2021-29619,Segfault in `tf.raw_ops.SparseCountSparseOutput`,low,https://github.com/tensorflow/tensorflow,2021-05-14T20:15:00Z,"['https://github.com/tensorflow/tensorflow/security/advisories/GHSA-wvjw-p9f5-vq28', 'https://nvd.nist.gov/vuln/detail/CVE-2021-29619', 'https://github.com/tensorflow/tensorflow/commit/82e6203221865de4008445b13c69b6826d2b28d9', 'https://github.com/pypa/advisory-database/tree/main/vulns/tensorflow-cpu/PYSEC-2021-547.yaml', 'https://github.com/pypa/advisory-database/tree/main/vulns/tensorflow-gpu/PYSEC-2021-745.yaml', 'https://github.com/pypa/advisory-database/tree/main/vulns/tensorflow/PYSEC-2021-256.yaml', 'https://github.com/advisories/GHSA-wvjw-p9f5-vq28']","{'vector_string': 'CVSS:3.1/AV:L/AC:H/PR:L/UI:N/S:U/C:N/I:N/A:L', 'score': 2.5}","{'percentage': 0.00015, 'percentile': 0.018}",
CVE-2021-29618,Crash in `tf.transpose` with complex inputs,low,https://github.com/tensorflow/tensorflow,2021-05-14T20:15:00Z,"['https://github.com/tensorflow/tensorflow/security/advisories/GHSA-xqfj-cr6q-pc8w', 'https://nvd.nist.gov/vuln/detail/CVE-2021-29618', 'https://github.com/tensorflow/tensorflow/commit/1dc6a7ce6e0b3e27a7ae650bfc05b195ca793f88', 'https://github.com/tensorflow/issues/42105', 'https://github.com/tensorflow/issues/46973', 'https://github.com/pypa/advisory-database/tree/main/vulns/tensorflow-cpu/PYSEC-2021-546.yaml', 'https://github.com/pypa/advisory-database/tree/main/vulns/tensorflow-gpu/PYSEC-2021-744.yaml', 'https://github.com/pypa/advisory-database/tree/main/vulns/tensorflow/PYSEC-2021-255.yaml', 'https://github.com/advisories/GHSA-xqfj-cr6q-pc8w']","{'vector_string': 'CVSS:3.1/AV:L/AC:H/PR:L/UI:N/S:U/C:N/I:N/A:L', 'score': 2.5}","{'percentage': 0.0005, 'percentile': 0.15488}",
CVE-2021-29617,Crash in `tf.strings.substr` due to `CHECK`-fail,low,https://github.com/tensorflow/tensorflow,2021-05-14T20:15:00Z,"['https://github.com/tensorflow/tensorflow/security/advisories/GHSA-mmq6-q8r3-48fm', 'https://nvd.nist.gov/vuln/detail/CVE-2021-29617', 'https://github.com/tensorflow/tensorflow/commit/890f7164b70354c57d40eda52dcdd7658677c09f', 'https://github.com/tensorflow/issues/46900', 'https://github.com/tensorflow/issues/46974', 'https://github.com/pypa/advisory-database/tree/main/vulns/tensorflow-cpu/PYSEC-2021-545.yaml', 'https://github.com/pypa/advisory-database/tree/main/vulns/tensorflow-gpu/PYSEC-2021-743.yaml', 'https://github.com/pypa/advisory-database/tree/main/vulns/tensorflow/PYSEC-2021-254.yaml', 'https://github.com/advisories/GHSA-mmq6-q8r3-48fm']","{'vector_string': 'CVSS:3.1/AV:L/AC:H/PR:L/UI:N/S:U/C:N/I:N/A:L', 'score': 2.5}","{'percentage': 0.0005, 'percentile': 0.15488}",
CVE-2021-29616,Null dereference in Grappler's `TrySimplify`,low,https://github.com/tensorflow/tensorflow,2021-05-14T20:15:00Z,"['https://github.com/tensorflow/tensorflow/security/advisories/GHSA-4hvv-7x94-7vq8', 'https://nvd.nist.gov/vuln/detail/CVE-2021-29616', 'https://github.com/tensorflow/tensorflow/commit/e6340f0665d53716ef3197ada88936c2a5f7a2d3', 'https://github.com/pypa/advisory-database/tree/main/vulns/tensorflow-cpu/PYSEC-2021-544.yaml', 'https://github.com/pypa/advisory-database/tree/main/vulns/tensorflow-gpu/PYSEC-2021-742.yaml', 'https://github.com/pypa/advisory-database/tree/main/vulns/tensorflow/PYSEC-2021-253.yaml', 'https://github.com/advisories/GHSA-4hvv-7x94-7vq8']","{'vector_string': 'CVSS:3.1/AV:L/AC:H/PR:L/UI:N/S:U/C:N/I:N/A:L', 'score': 2.5}","{'percentage': 0.00017, 'percentile': 0.0256}",
CVE-2021-29615,Stack overflow in `ParseAttrValue` with nested tensors,low,https://github.com/tensorflow/tensorflow,2021-05-14T20:15:00Z,"['https://github.com/tensorflow/tensorflow/security/advisories/GHSA-qw5h-7f53-xrp6', 'https://nvd.nist.gov/vuln/detail/CVE-2021-29615', 'https://github.com/tensorflow/tensorflow/commit/e07e1c3d26492c06f078c7e5bf2d138043e199c1', 'https://github.com/pypa/advisory-database/tree/main/vulns/tensorflow-cpu/PYSEC-2021-543.yaml', 'https://github.com/pypa/advisory-database/tree/main/vulns/tensorflow-gpu/PYSEC-2021-741.yaml', 'https://github.com/pypa/advisory-database/tree/main/vulns/tensorflow/PYSEC-2021-252.yaml', 'https://github.com/advisories/GHSA-qw5h-7f53-xrp6']","{'vector_string': 'CVSS:3.1/AV:L/AC:H/PR:L/UI:N/S:U/C:N/I:N/A:L', 'score': 2.5}","{'percentage': 0.00015, 'percentile': 0.01681}",
